student_name,roll_number,branch,semester,attendance_pct,internal_marks,assignment_score,quiz_score,study_hours_per_week,previous_cgpa,activity_participation,final_percentage,pass_fail,grade
Amit Chopra,CSE20240499,CSE,2,75.2,22.1,54.3,52.9,10.7,6.21,None,57.51,1,C
Arjun Chauhan,CSE20240500,CSE,2,100.0,40.9,60.4,62.4,15.2,5.26,Low,68.96,1,B
Aman Joshi,CE20240501,CE,5,78.6,34.0,53.9,47.1,0.0,4.49,None,54.25,1,C
Bhavna Jain,CSE20240502,CSE,4,66.4,50.0,79.8,35.6,13.5,5.21,None,64.22,1,C
Ankita Pillai,EE20240503,EE,4,88.6,42.2,86.6,19.6,15.8,4.81,Medium,66.36,1,B
Divya Verma,ME20240504,ME,3,80.7,41.7,68.2,34.8,13.3,7.38,Low,62.5,1,C
Deepak Pillai,ME20240505,ME,8,79.6,11.3,54.5,50.9,9.5,4.27,High,51.11,1,C
Siddharth Rajput,CSE20240506,CSE,2,82.9,37.2,61.1,62.7,6.4,8.6,None,73.63,1,B
Nikhil Nair,CE20240507,CE,6,100.0,27.4,62.4,80.2,23.0,7.55,None,68.08,1,B
Amit Jain,CE20240508,CE,5,51.6,21.4,44.3,48.2,14.2,6.24,Low,54.71,1,C
Akash Saxena,EE20240509,EE,5,80.5,30.0,74.7,38.6,26.3,6.2,Medium,66.04,1,B
Jyoti Yadav,CSE20240510,CSE,8,55.3,39.3,72.1,26.3,9.8,5.2,Low,57.43,1,C
Kavita Sharma,ME20240511,ME,7,82.0,34.0,95.9,68.6,10.5,6.69,Low,62.74,1,C
Anjali Thakur,CE20240512,CE,8,55.5,17.5,89.6,88.4,20.5,8.16,Low,55.38,1,C
Kunal Malhotra,CSE20240513,CSE,8,64.5,36.9,46.9,85.9,1.0,4.93,None,59.64,1,C
Swati Agarwal,CE20240514,CE,8,66.7,20.3,80.0,73.6,4.3,3.44,High,59.71,1,C
Preeti Malhotra,CE20240515,CE,4,89.6,30.6,41.1,72.0,22.8,7.47,Medium,65.23,1,B
Pooja Tiwari,ME20240516,ME,2,88.5,24.4,77.3,95.3,4.6,6.78,Medium,76.96,1,B
Anjali Joshi,ECE20240517,ECE,3,49.6,25.4,50.6,65.3,0.0,4.18,Medium,51.45,1,C
Anjali Malhotra,EE20240518,EE,2,73.0,37.2,39.5,72.2,28.9,4.88,Medium,61.46,1,C
Sneha Malhotra,EE20240519,EE,7,59.2,15.5,68.2,50.9,2.8,4.65,None,45.28,1,D
Arjun Gupta,ME20240520,ME,1,49.3,50.0,3.2,28.0,15.5,4.9,Medium,64.65,1,C
Neha Dubey,CE20240521,CE,8,68.1,6.1,23.5,43.0,14.6,5.62,None,32.51,0,F
Kavita Mehta,CSE20240522,CSE,2,66.4,20.8,58.1,57.8,0.0,5.72,Low,52.79,1,C
Sneha Srivastava,CE20240523,CE,7,100.0,32.4,63.8,59.3,11.9,5.03,Medium,65.07,1,B
Vivek Joshi,ME20240524,ME,1,79.8,35.0,53.9,100.0,17.6,4.84,Medium,73.24,1,B
Anjali Thakur,EE20240525,EE,1,47.2,26.8,27.3,59.8,16.8,5.79,Medium,56.63,1,C
Ankita Dubey,CE20240526,CE,8,61.8,27.3,44.0,83.9,21.2,6.5,Medium,59.81,1,C
Manish Nair,EE20240527,EE,3,90.4,32.9,70.6,48.4,10.9,5.63,None,69.14,1,B
Simran Pandey,CSE20240528,CSE,6,100.0,25.2,74.8,51.1,19.7,8.29,Low,80.45,1,A
Manish Mishra,EE20240529,EE,4,43.5,44.7,61.6,28.8,8.5,7.11,None,57.73,1,C
Neha Rajput,EE20240530,EE,2,38.2,38.1,87.5,41.7,2.7,3.34,Medium,57.18,1,C
Aditya Thakur,ECE20240531,ECE,1,100.0,38.5,70.7,69.6,3.6,7.14,High,71.95,1,B
Preeti Kapoor,ECE20240532,ECE,2,79.0,16.4,45.6,58.2,2.3,7.29,Low,51.68,1,C
Kunal Pillai,ECE20240533,ECE,6,56.4,27.0,55.8,78.7,22.1,5.42,None,57.73,1,C
Vikram Saxena,EE20240534,EE,4,81.6,24.4,31.1,62.0,1.9,3.51,Low,52.71,1,C
Neha Agarwal,ME20240535,ME,6,24.6,15.9,59.6,50.2,16.2,6.21,High,51.73,1,C
Karan Malhotra,EE20240536,EE,4,72.1,32.3,86.5,100.0,11.9,6.19,Medium,71.76,1,B
Rashmi Khanna,ME20240537,ME,5,77.9,21.5,77.1,55.9,13.2,4.18,None,63.52,1,C
Ankit Khanna,ME20240538,ME,4,88.6,35.9,92.8,83.6,24.9,3.59,High,84.39,1,A
Tushar Saxena,ECE20240539,ECE,8,53.7,15.2,55.3,49.2,10.5,6.04,High,52.93,1,C
Amit Nair,CE20240540,CE,3,73.5,48.6,91.6,73.6,18.9,5.78,None,74.59,1,B
Simran Agarwal,CSE20240541,CSE,6,55.3,17.2,57.7,78.4,14.3,5.45,High,51.77,1,C
Jyoti Patel,ECE20240542,ECE,1,76.6,30.6,94.4,62.6,12.8,6.05,Low,62.88,1,C
Komal Verma,ECE20240543,ECE,8,55.9,37.5,61.5,6.2,32.4,4.22,Low,59.76,1,C
Rashmi Kapoor,CE20240544,CE,5,64.7,21.2,77.6,58.4,2.5,5.42,Low,47.14,1,D
Karan Agarwal,CSE20240545,CSE,3,54.1,38.2,94.5,85.1,24.3,7.16,High,80.06,1,A
Megha Agarwal,EE20240546,EE,2,83.7,13.2,57.7,69.6,19.3,5.57,Medium,51.71,1,C
Priya Rajput,EE20240547,EE,8,87.5,45.4,66.8,67.8,10.2,3.19,None,71.84,1,B
Karan Patel,ECE20240548,ECE,6,67.8,28.2,90.4,20.1,27.0,5.35,High,62.1,1,C
Karan Bhatia,CSE20240549,CSE,7,72.7,20.8,59.1,42.1,0.0,4.27,None,53.19,1,C
Preeti Pillai,ECE20240550,ECE,7,45.9,24.4,32.9,67.0,9.8,6.68,Medium,56.04,1,C
Arjun Iyer,ME20240551,ME,1,66.6,37.7,100.0,67.0,4.3,6.77,Medium,77.13,1,B
Rajat Singh,ECE20240552,ECE,4,71.1,21.0,51.7,84.7,17.3,3.21,None,61.62,1,C
Gaurav Thakur,ECE20240553,ECE,1,100.0,19.0,65.5,54.8,5.1,7.57,None,60.89,1,C
Priya Dubey,EE20240554,EE,7,52.0,25.3,87.4,66.9,17.5,4.2,High,54.08,1,C
Nikhil Bhatia,EE20240555,EE,2,98.4,13.9,48.6,58.4,12.5,9.01,Low,54.56,1,C
Rajat Bhatia,EE20240556,EE,5,89.9,49.8,39.8,36.3,10.2,6.11,Medium,57.08,1,C
Divya Mishra,ME20240557,ME,5,77.1,21.2,67.6,8.4,17.1,3.96,Medium,43.72,1,D
Mohit Verma,EE20240558,EE,6,100.0,38.0,22.6,67.5,11.9,4.14,Medium,63.54,1,C
Ritu Jain,CSE20240559,CSE,5,78.7,30.5,55.7,61.8,5.3,6.83,Low,57.89,1,C
Sonal Pillai,CE20240560,CE,6,79.0,16.2,67.4,44.4,36.4,5.5,Low,57.62,1,C
Vivek Mishra,CSE20240561,CSE,8,71.0,27.9,56.1,22.4,10.1,6.03,Low,54.46,1,C
Sneha Srivastava,CSE20240562,CSE,6,94.0,37.4,28.0,71.9,0.0,9.1,High,67.61,1,B
Ishita Kapoor,EE20240563,EE,8,91.7,25.7,97.1,52.1,7.3,4.94,Low,57.7,1,C
Arjun Chauhan,CE20240564,CE,6,60.7,42.3,64.3,70.3,3.9,6.31,Low,64.15,1,C
Aarti Dubey,CE20240565,CE,7,48.3,40.3,93.5,99.0,20.6,8.76,High,75.48,1,B
Tushar Gupta,CE20240566,CE,7,68.3,39.0,56.3,10.9,16.6,6.69,Medium,57.57,1,C
Sneha Srivastava,ME20240567,ME,4,57.6,22.5,42.6,42.6,17.2,3.31,None,51.53,1,C
Shruti Chauhan,EE20240568,EE,8,70.9,15.0,67.9,53.4,11.0,7.11,High,54.94,1,C
Manish Khanna,CE20240569,CE,3,94.3,20.6,57.3,90.0,11.8,4.11,Medium,70.72,1,B
Tushar Chauhan,ME20240570,ME,8,63.8,30.4,36.1,22.0,11.0,8.73,None,59.68,1,C
Akash Malhotra,ECE20240571,ECE,6,71.2,34.5,94.3,100.0,13.4,4.72,Low,68.67,1,B
Tanvi Kumar,ECE20240572,ECE,6,73.0,1.9,48.3,61.0,20.7,10.0,Medium,48.06,1,D
Varun Joshi,ME20240573,ME,3,87.3,27.9,21.5,55.9,16.7,8.84,Medium,61.69,1,C
Rohan Rajput,ME20240574,ME,1,31.6,29.9,91.2,53.6,18.0,4.77,Low,60.91,1,C
Harsh Yadav,EE20240575,EE,6,61.1,24.7,50.9,48.4,18.0,6.24,Low,51.37,1,C
Varun Singh,EE20240576,EE,4,75.8,43.5,48.6,81.1,21.1,7.56,Low,78.02,1,B
Tushar Bhatia,ECE20240577,ECE,5,93.6,33.1,23.2,34.5,16.3,7.61,Medium,66.96,1,B
Rajat Mehta,CE20240578,CE,5,63.1,43.7,100.0,65.6,16.9,7.0,None,70.16,1,B
Bhavna Verma,ECE20240579,ECE,2,38.2,25.4,33.6,49.5,23.5,8.45,None,47.97,1,D
Kunal Rajput,CE20240580,CE,2,83.2,39.2,63.3,41.2,8.7,5.98,Medium,68.12,1,B
Vikram Malhotra,CE20240581,CE,5,60.6,47.6,82.1,100.0,7.2,5.54,Medium,75.6,1,B
Rajat Pillai,EE20240582,EE,5,50.6,43.7,71.3,67.2,4.5,5.58,Medium,60.31,1,C
Aman Khanna,CSE20240583,CSE,7,60.8,14.9,60.7,71.5,15.5,7.75,Low,53.68,1,C
Swati Nair,CSE20240584,CSE,4,68.7,25.0,24.6,83.0,0.0,6.86,Low,52.82,1,C
Kavita Chopra,ME20240585,ME,3,61.1,23.9,44.2,26.7,17.7,6.72,Low,41.99,1,D
Ishita Yadav,EE20240586,EE,2,32.3,33.9,66.1,96.6,13.1,7.63,High,69.36,1,B
Mohit Pillai,CE20240587,CE,7,88.1,36.2,44.7,2.8,23.1,2.51,Medium,51.49,1,C
Neha Chopra,CSE20240588,CSE,7,94.9,17.9,66.5,41.1,8.6,6.76,Low,42.94,1,D
Divya Mishra,CE20240589,CE,3,83.7,28.8,77.0,47.9,12.4,6.59,Low,63.24,1,C
Rajat Agarwal,CSE20240590,CSE,7,51.5,3.8,83.2,70.8,23.0,9.2,Medium,52.64,1,C
Divya Saxena,CSE20240591,CSE,8,68.4,45.3,35.0,62.8,25.1,3.45,Medium,72.39,1,B
Nisha Das,CSE20240592,CSE,4,71.9,21.9,100.0,54.3,8.6,9.0,Low,61.7,1,C
Sakshi Patel,EE20240593,EE,5,82.8,28.7,78.9,57.7,15.5,6.34,High,62.3,1,C
Arjun Yadav,ECE20240594,ECE,6,84.0,24.3,62.0,36.5,16.4,7.08,Medium,62.48,1,C
Neha Rajput,CE20240595,CE,3,58.8,41.8,86.0,25.1,17.0,9.22,Medium,65.6,1,B
Kunal Nair,EE20240596,EE,5,73.5,0.0,100.0,74.0,11.9,7.21,High,53.69,1,C
Kunal Thakur,EE20240597,EE,5,80.2,27.8,30.3,73.3,24.3,6.92,Medium,65.98,1,B
Mohit Thakur,EE20240598,EE,1,98.2,26.7,57.0,92.9,0.0,6.64,Medium,61.73,1,C
Swati Saxena,EE20240599,EE,8,84.7,22.6,9.7,40.6,10.6,5.33,High,42.14,1,D
Simran Yadav,EE20240600,EE,3,86.2,48.7,66.2,73.2,17.6,6.15,Low,85.25,1,A
Gaurav Jain,ME20240601,ME,7,73.5,17.4,70.0,51.8,17.7,4.91,Low,56.86,1,C
Nikhil Reddy,CE20240602,CE,6,97.4,37.3,61.1,84.2,24.8,6.12,High,76.98,1,B
Bhavna Pandey,EE20240603,EE,3,79.4,32.3,47.6,80.5,23.6,2.0,Medium,61.63,1,C
Anjali Malhotra,CE20240604,CE,7,56.5,43.1,16.9,62.6,11.7,6.97,High,63.68,1,C
Tanvi Chauhan,ME20240605,ME,5,97.3,20.0,70.2,50.5,24.4,5.98,None,67.5,1,B
Gaurav Joshi,ME20240606,ME,6,84.6,19.2,94.0,79.1,8.3,5.59,Medium,60.67,1,C
Anjali Khanna,CE20240607,CE,7,64.0,41.2,49.0,72.2,21.4,6.6,None,68.66,1,B
Ankit Malhotra,CSE20240608,CSE,4,63.4,33.1,71.7,42.9,28.5,3.62,Medium,57.94,1,C
Jyoti Chopra,ECE20240609,ECE,7,77.3,9.5,27.5,28.8,23.7,9.67,None,48.14,1,D
Sonal Agarwal,CSE20240610,CSE,1,80.3,21.5,72.1,51.7,14.8,6.02,None,58.91,1,C
Aditya Gupta,CSE20240611,CSE,8,75.6,32.6,53.3,91.3,11.3,5.94,None,64.81,1,C
Deepak Kapoor,CSE20240612,CSE,5,77.6,38.1,45.2,83.2,1.8,4.46,Medium,66.15,1,B
Vikram Agarwal,EE20240613,EE,7,100.0,19.8,45.3,33.5,16.5,6.24,Low,58.14,1,C
Rahul Chopra,ME20240614,ME,8,91.3,0.0,53.3,32.3,5.1,8.7,None,37.88,0,F
Tushar Verma,CSE20240615,CSE,2,75.4,34.3,70.4,86.0,7.7,8.06,Low,63.42,1,C
Priya Srivastava,ME20240616,ME,2,88.9,13.4,33.1,33.0,4.5,7.74,None,45.28,1,D
Priya Khanna,CE20240617,CE,8,53.4,3.8,53.3,69.2,10.3,7.18,High,56.44,1,C
Pooja Yadav,ECE20240618,ECE,8,79.2,0.0,61.1,44.4,13.8,5.55,Low,39.68,0,F
Priya Chauhan,CE20240619,CE,1,100.0,37.8,37.8,93.6,16.2,3.59,Low,67.5,1,B
Divya Kapoor,CE20240620,CE,4,68.1,29.5,100.0,41.1,9.2,5.84,High,60.91,1,C
Swati Bhatia,EE20240621,EE,5,56.7,25.3,43.2,83.2,22.6,5.78,Medium,56.0,1,C
Amit Pandey,ECE20240622,ECE,3,60.3,44.7,47.3,62.1,12.3,8.09,Medium,68.42,1,B
Komal Kumar,CE20240623,CE,1,52.4,35.6,40.5,63.5,7.7,6.76,Medium,64.45,1,C
Deepak Malhotra,CE20240624,CE,4,57.9,47.4,100.0,14.7,15.8,9.1,High,75.36,1,B
Tanvi Nair,ECE20240625,ECE,8,65.3,11.3,74.2,9.5,29.7,8.36,Low,47.71,1,D
Gaurav Gupta,ECE20240626,ECE,3,46.7,27.6,41.4,53.1,16.7,5.38,High,66.33,1,B
Priya Dubey,CE20240627,CE,8,72.3,8.6,86.3,63.4,11.1,2.97,High,51.84,1,C
Deepak Jain,ECE20240628,ECE,8,88.2,25.2,66.4,33.2,1.8,8.69,Medium,57.28,1,C
Rashmi Dubey,CE20240629,CE,2,55.7,25.0,67.7,34.0,12.2,8.65,Medium,63.48,1,C
Harsh Patel,CE20240630,CE,2,99.3,35.5,54.4,70.4,15.9,3.74,Medium,65.07,1,B
Swati Dubey,EE20240631,EE,3,81.2,28.5,45.5,70.4,10.9,8.92,None,72.29,1,B
Tanvi Pillai,CSE20240632,CSE,1,90.6,35.5,69.4,55.0,0.7,6.89,Low,61.19,1,C
Akash Thakur,CE20240633,CE,2,60.2,36.4,50.0,75.2,7.2,6.49,High,70.71,1,B
Rashmi Mehta,ME20240634,ME,5,87.4,50.0,100.0,32.2,25.6,9.11,Medium,84.88,1,A
Pooja Tiwari,CSE20240635,CSE,8,52.3,24.2,34.1,50.2,25.5,8.62,Low,61.47,1,C
Rashmi Chauhan,CSE20240636,CSE,6,88.0,16.7,95.8,94.3,6.9,7.37,Medium,78.25,1,B
Akash Verma,CSE20240637,CSE,7,75.1,31.0,59.6,59.5,19.4,7.05,Medium,59.65,1,C
Harsh Thakur,EE20240638,EE,3,82.0,18.4,68.6,60.8,4.6,7.31,None,63.5,1,C
Varun Chopra,CE20240639,CE,3,50.8,45.8,80.3,100.0,25.2,5.48,Medium,69.08,1,B
Kavita Agarwal,EE20240640,EE,2,55.9,24.6,48.1,27.2,16.0,6.1,Medium,44.19,1,D
Arjun Khanna,CE20240641,CE,1,82.8,21.2,81.0,75.5,21.6,4.58,None,58.89,1,C
Sneha Thakur,EE20240642,EE,8,54.9,22.3,2.4,94.6,0.3,5.6,High,50.67,1,C
Preeti Patel,EE20240643,EE,5,80.3,36.6,46.2,50.9,19.4,5.54,Low,62.75,1,C
Vivek Chopra,ME20240644,ME,1,47.4,26.1,41.7,76.9,13.9,5.06,Low,51.05,1,C
Nisha Srivastava,EE20240645,EE,4,87.3,20.3,34.4,36.4,20.8,6.45,None,53.84,1,C
Jyoti Bhatia,ECE20240646,ECE,4,49.8,48.0,57.3,42.9,21.3,5.62,Medium,67.2,1,B
Preeti Dubey,ME20240647,ME,6,81.9,17.7,70.5,66.5,14.5,7.1,Low,63.9,1,C
Kavita Saxena,EE20240648,EE,2,83.3,28.4,77.5,75.6,9.2,3.28,Low,67.02,1,B
Manish Chopra,CSE20240649,CSE,2,59.5,35.8,67.3,82.7,20.2,6.0,High,78.45,1,B
Vivek Kumar,ECE20240650,ECE,2,82.5,8.4,47.4,92.5,13.5,6.44,None,54.61,1,C
Pooja Pillai,ECE20240651,ECE,6,76.7,33.8,70.1,56.5,7.0,5.64,Medium,60.33,1,C
Mohit Bhatia,ECE20240652,ECE,4,62.3,15.3,64.7,84.3,6.6,5.89,Medium,57.51,1,C
Swati Thakur,ME20240653,ME,1,53.8,37.9,82.6,50.5,2.2,3.35,High,52.53,1,C
Vivek Agarwal,EE20240654,EE,6,36.7,16.4,79.1,77.8,9.9,6.84,Medium,49.92,1,D
Nikhil Sharma,EE20240655,EE,6,78.3,36.3,62.7,62.6,22.8,7.37,None,74.36,1,B
Rohan Kapoor,CSE20240656,CSE,1,43.8,41.3,42.3,67.8,15.4,7.09,None,59.79,1,C
Nisha Rajput,CSE20240657,CSE,2,73.7,38.3,47.6,67.3,9.8,8.07,High,62.64,1,C
Vivek Iyer,ECE20240658,ECE,5,67.3,31.0,49.9,22.7,20.4,6.56,High,50.34,1,C
Deepak Nair,CSE20240659,CSE,1,84.2,25.2,55.1,33.3,7.3,7.06,Low,55.86,1,C
Suresh Reddy,ME20240660,ME,4,66.6,21.1,67.9,60.3,14.8,6.48,Medium,63.73,1,C
Harsh Iyer,EE20240661,EE,3,66.1,45.7,77.7,20.9,12.6,7.44,Low,71.31,1,B
Jyoti Iyer,ECE20240662,ECE,8,85.2,19.6,60.9,76.3,20.2,3.36,High,61.06,1,C
Sakshi Mishra,CSE20240663,CSE,3,78.0,15.6,62.4,77.2,1.4,4.59,High,64.62,1,C
Priya Thakur,ME20240664,ME,7,77.7,36.0,65.2,65.2,7.2,9.06,High,70.97,1,B
Karan Chauhan,ME20240665,ME,7,80.4,18.4,50.7,33.3,0.9,1.77,High,43.07,1,D
Mohit Chopra,CSE20240666,CSE,6,44.4,16.6,41.6,88.4,11.9,5.95,High,38.74,0,F
Rajat Rajput,EE20240667,EE,8,85.6,10.7,23.4,100.0,23.7,8.31,Low,57.63,1,C
Harsh Kapoor,CSE20240668,CSE,3,83.0,22.2,46.7,61.2,10.0,6.03,High,62.69,1,C
Megha Khanna,ECE20240669,ECE,5,53.7,27.0,72.4,69.2,9.9,5.47,Medium,65.48,1,B
Divya Bhatia,CSE20240670,CSE,2,67.6,30.9,46.5,62.4,21.0,6.43,High,59.05,1,C
Ankita Rajput,ME20240671,ME,4,71.3,39.4,56.8,69.7,22.5,5.56,Medium,70.71,1,B
Sakshi Kapoor,CSE20240672,CSE,7,69.6,34.3,72.3,55.4,13.3,6.26,None,68.17,1,B
Gaurav Agarwal,EE20240673,EE,5,78.0,25.7,73.5,57.2,19.5,4.97,Medium,61.94,1,C
Akash Gupta,CE20240674,CE,4,97.8,25.6,38.3,77.9,5.4,8.2,Medium,53.52,1,C
Ankita Verma,CSE20240675,CSE,4,91.5,34.1,83.9,100.0,25.0,8.76,Low,84.06,1,A
Sonal Agarwal,EE20240676,EE,2,48.4,43.3,86.8,27.2,31.2,5.96,Low,69.48,1,B
Priya Thakur,EE20240677,EE,8,83.2,29.5,37.1,55.7,18.2,3.7,Medium,52.17,1,C
Sakshi Mishra,ME20240678,ME,6,95.9,22.4,43.9,32.0,0.0,5.26,Low,48.88,1,D
Amit Thakur,EE20240679,EE,3,79.0,16.1,88.2,93.0,9.5,5.87,Low,56.93,1,C
Ishita Patel,EE20240680,EE,2,91.6,10.7,58.8,45.1,18.9,7.11,None,41.79,1,D
Jyoti Yadav,EE20240681,EE,5,100.0,36.0,13.2,26.2,10.6,4.39,High,61.28,1,C
Nisha Chauhan,EE20240682,EE,6,90.4,34.9,31.2,72.0,24.2,4.82,Medium,65.77,1,B
Mohit Mehta,ECE20240683,ECE,5,76.5,34.9,56.5,96.4,18.7,7.12,None,79.03,1,B
Kavita Mishra,ECE20240684,ECE,6,90.8,26.5,36.4,72.6,8.3,7.89,Medium,67.46,1,B
Akash Rajput,ME20240685,ME,8,74.6,44.9,52.9,62.5,14.3,5.08,Medium,65.6,1,B
Vikram Dubey,CSE20240686,CSE,7,72.4,22.2,62.7,67.0,6.8,3.8,None,52.02,1,C
Amit Jain,EE20240687,EE,5,65.7,39.5,94.2,89.1,12.5,10.0,Low,81.84,1,A
Rohan Malhotra,CSE20240688,CSE,2,100.0,27.5,55.6,38.8,9.6,7.61,Medium,68.06,1,B
Shruti Kapoor,CSE20240689,CSE,6,57.3,20.7,85.6,55.5,23.4,5.72,Low,59.52,1,C
Pooja Agarwal,ME20240690,ME,6,99.6,35.1,93.4,48.0,30.9,7.76,Medium,85.07,1,A
Komal Rajput,EE20240691,EE,4,81.0,32.9,93.6,32.3,2.6,5.98,Low,60.17,1,C
Deepak Malhotra,EE20240692,EE,4,46.8,32.3,68.3,50.8,0.0,7.76,None,50.03,1,C
Anjali Malhotra,CE20240693,CE,1,78.6,29.0,18.8,82.4,12.0,6.49,High,60.81,1,C
Neha Jain,CSE20240694,CSE,5,34.2,27.5,72.1,70.5,1.9,6.36,Low,53.52,1,C
Simran Dubey,CSE20240695,CSE,4,83.3,50.0,85.1,72.2,14.4,6.0,Medium,73.35,1,B
Ankit Tiwari,ECE20240696,ECE,1,87.9,42.2,60.2,61.2,20.0,3.59,None,60.59,1,C
Rahul Bhatia,CE20240697,CE,7,61.3,36.7,100.0,69.5,26.0,9.69,Low,79.81,1,B
Pankaj Nair,ECE20240698,ECE,7,74.2,29.3,80.9,40.4,15.6,4.51,Low,56.82,1,C
Neha Malhotra,ECE20240699,ECE,4,100.0,40.1,74.5,51.2,12.5,3.75,None,66.83,1,B
Tushar Joshi,ECE20240700,ECE,5,62.9,34.2,85.9,62.2,0.0,5.82,Low,59.33,1,C
Pankaj Yadav,ME20240701,ME,6,52.9,28.3,69.3,64.1,14.2,4.47,None,62.6,1,C
Preeti Gupta,ME20240702,ME,3,98.7,24.4,7.2,65.0,14.6,6.11,Medium,63.39,1,C
Tushar Singh,ECE20240703,ECE,8,100.0,27.0,51.0,55.0,19.1,7.44,Medium,60.65,1,C
Neha Yadav,CE20240704,CE,5,72.1,0.0,88.3,49.7,8.3,7.99,None,46.52,1,D
Shruti Bhatia,CSE20240705,CSE,8,90.2,30.5,44.2,100.0,10.5,7.67,High,76.3,1,B
Ankita Chauhan,CE20240706,CE,2,96.1,22.1,57.1,77.9,2.2,5.65,None,62.55,1,C
Komal Sharma,EE20240707,EE,7,58.6,47.1,39.0,67.1,0.0,6.29,Low,60.91,1,C
Nikhil Reddy,ME20240708,ME,4,63.3,28.2,100.0,52.9,5.1,6.93,Medium,57.18,1,C
Rahul Malhotra,CSE20240709,CSE,4,94.2,13.7,99.0,48.1,1.4,3.04,Low,49.75,1,D
Nikhil Pillai,CSE20240710,CSE,8,100.0,27.4,42.6,55.1,16.7,7.23,Low,61.29,1,C
Ishita Khanna,EE20240711,EE,6,82.1,15.4,65.2,64.4,9.9,3.58,None,52.79,1,C
Amit Bhatia,EE20240712,EE,8,56.2,33.7,47.0,16.6,9.7,9.87,High,66.38,1,B
Aditya Reddy,ECE20240713,ECE,2,100.0,31.5,75.5,23.5,6.1,5.47,Medium,58.4,1,C
Jyoti Pillai,ME20240714,ME,6,62.4,39.5,73.2,44.0,0.0,5.87,None,53.48,1,C
Deepak Mishra,ME20240715,ME,2,66.0,18.5,79.9,62.6,26.1,4.81,Low,57.52,1,C
Pooja Yadav,CE20240716,CE,3,78.2,28.4,69.3,52.7,6.0,5.07,High,65.4,1,B
Rashmi Bhatia,ECE20240717,ECE,7,100.0,11.6,100.0,90.5,10.7,10.0,Medium,66.32,1,B
Kavita Chopra,ECE20240718,ECE,4,87.4,36.4,39.4,25.4,2.4,7.89,None,65.1,1,B
Ritu Mehta,ECE20240719,ECE,4,79.5,34.2,24.4,41.5,21.8,3.41,Low,53.09,1,C
Komal Tiwari,ECE20240720,ECE,3,80.3,33.9,53.4,91.4,15.1,8.91,Low,68.7,1,B
Kunal Gupta,ME20240721,ME,1,72.8,28.0,27.5,60.9,7.4,8.35,Medium,49.69,1,D
Rahul Chauhan,ME20240722,ME,7,82.0,33.0,29.2,77.5,10.9,5.69,High,66.7,1,B
Sakshi Srivastava,ECE20240723,ECE,6,26.5,47.3,40.0,100.0,27.4,6.75,Low,66.57,1,B
Sakshi Pillai,CE20240724,CE,3,66.7,24.6,41.7,42.7,13.4,6.17,Low,52.26,1,C
Nikhil Malhotra,CSE20240725,CSE,6,76.3,29.7,41.0,55.8,12.5,9.75,High,60.88,1,C
Divya Singh,CSE20240726,CSE,8,51.3,15.0,73.4,52.0,6.5,4.77,Medium,45.25,1,D
Vikram Chopra,CE20240727,CE,5,79.0,17.6,50.9,15.0,0.0,6.46,Medium,43.24,1,D
Mohit Srivastava,ECE20240728,ECE,4,68.3,29.2,58.1,51.2,12.7,5.43,Low,55.97,1,C
Bhavna Bhatia,ME20240729,ME,6,100.0,41.2,81.7,77.4,16.6,3.62,Medium,72.2,1,B
Nisha Singh,CSE20240730,CSE,2,100.0,24.9,45.1,69.9,22.8,10.0,Medium,64.23,1,C
Jyoti Nair,EE20240731,EE,6,63.6,25.2,56.2,71.6,0.0,4.07,Low,64.74,1,C
Shruti Verma,EE20240732,EE,5,69.3,23.1,70.0,49.7,5.0,6.6,High,50.7,1,C
Ankit Jain,CE20240733,CE,7,70.7,21.6,19.3,43.6,9.4,3.07,High,45.24,1,D
Mohit Agarwal,ECE20240734,ECE,4,63.9,31.5,9.5,85.9,14.0,5.48,Medium,47.2,1,D
Karan Iyer,CSE20240735,CSE,8,75.5,10.0,69.6,47.1,12.8,6.96,Medium,42.76,1,D
Preeti Kumar,ECE20240736,ECE,3,58.4,43.4,72.8,64.5,13.0,4.72,Low,65.29,1,B
Manish Pillai,CSE20240737,CSE,8,51.6,20.0,100.0,61.6,17.3,7.26,None,60.65,1,C
Rajat Bhatia,CE20240738,CE,5,83.2,36.7,65.5,90.2,6.8,5.72,Low,75.43,1,B
Aarti Agarwal,CE20240739,CE,4,83.3,12.8,80.0,79.4,21.5,8.29,Medium,68.28,1,B
Pooja Reddy,EE20240740,EE,6,57.5,36.0,57.7,29.5,17.5,8.65,Low,59.68,1,C
Siddharth Singh,ECE20240741,ECE,7,88.1,36.1,68.5,31.9,11.4,5.14,High,59.54,1,C
Vivek Kapoor,EE20240742,EE,1,60.6,32.6,98.7,70.7,26.8,6.34,None,77.54,1,B
Pankaj Das,ECE20240743,ECE,7,76.6,16.1,15.3,56.6,26.5,6.53,Medium,56.72,1,C
Arjun Pandey,EE20240744,EE,1,86.8,31.0,71.1,48.0,21.5,7.31,Medium,62.33,1,C
Rahul Gupta,ME20240745,ME,2,71.4,13.8,100.0,80.3,0.0,6.23,Medium,59.26,1,C
Ishita Malhotra,ME20240746,ME,7,80.2,25.0,68.2,62.1,26.6,6.54,High,68.27,1,B
Tushar Nair,ME20240747,ME,4,62.7,40.4,98.3,59.2,20.4,5.76,High,71.38,1,B
